chunk_id,doc_id,source_file,page_no_start,page_no_end,section_heading,chunk_text
bcbs292_p47_c2,bcbs292,bcbs292.pdf,47,47,,"parties). Example – Para 28 (b): The board of directors should approve the policies of the operational risk management framework. Rationale: The bank’s operational risk management policies and framework are regularly reviewed and discussed by the board, but the board does not provide explicit “approval” of the operational risk management policies and framework. 2 – Principle is materially not complied with The bank is non-compliant in major aspects of the principle, and there may be some outstanding non-compliance issues identified (eg issues raised through self-assessment or by groups such as internal audit, supervisors or other third parties). Example – Para 39 (e): The bank uses business process mapping to identify key steps and risks in business processes, activities and organisational functions. Rationale: The bank uses business process mapping for identifying key steps and risks within financial reporting process for Sarbanes-Oxley (SOX) purposes, but does not use business process mapping across other business groups and/or functions, nor does it consider other operational risk types within the bank’s operational risk taxonomy. 1 – Principle has not been implemented The bank is entirely non-compliant with the principle and there may be some outstanding non-compliance issues identified (eg issues raised through self-assessment or by groups such as internal audit, supervisors or other third parties). Example – Para 27 (b): The bank has an operational risk management framework that describes each of the eight operational risk identification and assessment tools and describes how they are used. Rationale: The bank’s operational risk management framework contains no reference to any of the operational risk identification and assessment tools, nor does it include a description as to how they are used. 44 Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p48_c1,bcbs292,bcbs292.pdf,48,48,,"Appendix III: PSMOR principles Principles Criteria 1. Operational 1 Code of conduct or ethics policy risk culture 2 Compensation policies aligned with the bank’s statement of risk appetite and tolerance 3 Compensation policies that balance risk and reward 4 Operational risk training available throughout the organisation 2. Operational 5 Integration of ORMF into overall risk management process risk 6 Documented in board of directors-approved policies management framework 7 Identifies the governance structures used to manage operational risk 8 Describes each of the operational risk identification and assessment tools 9 Describes the bank’s accepted operational risk appetite and tolerance 10 Describes the bank’s approach to establishing and monitoring thresholds 11 Establishes risk reporting and MIS 12 Provides for a common taxonomy of operational risk terms 13 Provides for appropriate independent review and assessment 14 Requires the policies to be reviewed whenever a material change occurs 15 Includes definitions of operational risk and operational event types 16 Was reviewed and updated to ensure alignment of the enhanced BCBS Principles 17 Application of ORMF to all the bank’s material operating groups and entities 18 Describes the roles and responsibilities of each of the three lines of defence 19 Establishes the mandates, membership and representation 20 Provides for the use of the operational risk taxonomy 3. Board of 21 Establishes a management culture, and supporting processes directors 22 Develops comprehensive, dynamic oversight and control environments 23 Approves the policies of the operational risk management framework 24 Regularly reviews the framework to ensure op risk from external market changes is being managed 25 Ensures that the bank’s framework is subject to effective independent review 26 Ensures that management applies best practice as it evolves 27 Establishes clear lines of management responsibility and accountability for implementing a strong control environment 4. Operational 28 Articulates the nature, types and levels of operational risk risk appetite 29 Has been approved and reviewed by the board of directors and tolerance 30 The board regularly reviews the appropriateness of limits and the overall operational risk appetite and tolerance statement 31 The board monitors management’s adherence to the risk appetite and tolerance statement ecnefed fo senil eerhT .5 tnemeganam roines dna Senior 32 Develops clear, effective and robust governance structures with well defined, transparent and mgmt. consistent lines of responsibility 33 Establishes and maintains robust challenge mechanisms and effective issue resolution processes 34 Develops specific policies, procedures and systems for management"
bcbs292_p48_c2,bcbs292,bcbs292.pdf,48,48,,"The board monitors management’s adherence to the risk appetite and tolerance statement ecnefed fo senil eerhT .5 tnemeganam roines dna Senior 32 Develops clear, effective and robust governance structures with well defined, transparent and mgmt. consistent lines of responsibility 33 Establishes and maintains robust challenge mechanisms and effective issue resolution processes 34 Develops specific policies, procedures and systems for management of operational risk consistent with risk appetite/tolerance 35 Ensures effective coordination and communication with staff responsible for managing risks 36 Ensures that management of the corporate operational risk function has sufficient stature within the Review of the Principles for the Sound Management of Operational Risk 45"
bcbs292_p49_c1,bcbs292,bcbs292.pdf,49,49,,"Principles Criteria bank 37 Ensures that the bank’s activities are conducted by staff with the necessary experience, technical capabilities and access to resources 38 Ensures that staff responsible for monitoring and enforcing compliance have independent authority 39 Ensures establishment of specific and formal operational risk management committees 40 The operational risk committee(s) receives input from operational risk committees by country, business or functional areas 41 The operational risk committee(s) meets at appropriate frequencies with adequate time and resources 42 The operational risk committee(s) maintains records of committee operations that allow for review and evaluation 43 Appropriate level of operational risk training is available at all levels throughout the organisation Three 44 Established roles and responsibilities for the three lines of defence lines of 45 Implemented a more refined approach to assigning specific roles and responsibilities for the three defence lines of defence 46 Strong risk culture and good communication between the three lines of defence to ensure good operational risk governance First line 47 Responsibility has been assigned for identifying and managing the operational risks inherent in of products, activities etc defence 48 Provided with adequate resources, tools and training to ensure awareness of all operational risks and effectiveness of assessments Second 49 Second line of defence responsibilities have been assigned line of 50 Independent challenge is appropriately evidenced defence 51 Second line of defence responsibilities have clearly been assigned to other internal control groups or centres of competence 52 Second line of defence responsibilities include development and ownership of operational risk management policies 53 Corporate operational risk function should have a sufficient number of personnel with expertise in the management of operational risk 54 Corporate operational risk function has implemented a quality assurance programme that ensures an independent challenge Third line 55 Third line of defence responsibilities include independent review and challenge of 56 Review and challenge are monitored by persons not involved in the development, implementation defence and operation of framework 57 Internal audit or other independent parties have sufficient resources to carry out their responsibilities as third line of defence 58 Adequate coverage to independently verify that the framework has been implemented as intended 59 Frequency and scope of review of both first and second lines of defence are sufficient and commensurate with other risk functions 60 Coverage includes judgement of appropriateness and adequacy of the framework and associated governance processes 61 Internal audit or other independent"
bcbs292_p49_c2,bcbs292,bcbs292.pdf,49,49,,"line of defence 58 Adequate coverage to independently verify that the framework has been implemented as intended 59 Frequency and scope of review of both first and second lines of defence are sufficient and commensurate with other risk functions 60 Coverage includes judgement of appropriateness and adequacy of the framework and associated governance processes 61 Internal audit or other independent parties evaluate if framework meets organisational needs and supervisory expectations 62 If independent review is outsourced, management considers the effectiveness of these arrangements and the appropriateness of relying on the provider as third line of defence 6. Risk 63 Audit findings are considered as part of the operational risk profile assessment identification 64 Bank has a process that takes account of audit findings when challenging business self-assessments and assessment 65 Audit function conducts a detailed end-to-end analysis of the operational risk profile assessment 46 Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p50_c1,bcbs292,bcbs292.pdf,50,50,,"Principles Criteria process 66 Bank captures and aggregates all material risk data across the banking group 67 Internal loss data are available by business line, legal entity, asset type, industry, region etc 68 Methodology for capturing loss data is adequately documented and accounts for all material risks in all positions 69 As a key practice in capturing material risks, the bank makes use of internal loss data as part of a robust operational risk framework 70 Internal loss events are analysed to provide insight into the causes of large losses and to establish whether control failures are isolated or systemic 71 Uses a consistent approach to perform root cause analysis and analysis of control effectiveness for material loss 72 Captures and monitors all operational risk contributions to credit and market risk-related losses 73 Uses external data elements, consisting of gross operational loss amounts, dates, recoveries and relevant causal information 74 External loss data are compared with internal loss data, and used to explore possible weaknesses in the control environment 75 External loss data collection process includes an analysis of material external losses to provide insights into emerging risks 76 A risk self-assessment is used to assess the processes underlying the bank’s operations against a library of potential threats 77 Uses a risk and control self-assessment (RCSA) to evaluate inherent risk, the effectiveness of the control environment, and residual risk 78 Risk assessment forms part of a comprehensive enterprise operational risk profile and is integrated into an overall process 79 Scorecards build on RCSAs by weighting residual risks to provide a means of translating the RCSA output into metrics 80 RCSAs are used on an enterprise-wide basis, including for control functions such as risk management, compliance, internal audit etc 81 The frequency of RCSA updates is adequately aligned with the underlying operational risk profile 82 Use of business process mapping to identify key steps and risks in business processes, activities and organisational functions 83 Well documented, consistent and widely communicated business process mapping methodology that engages all business/risk areas 84 Business process maps are used to reveal individual risks, risk interdependencies, and areas of control or risk management weakness 85 Risk and performance indicators are used to provide insight into risk exposure 86 Key risk indicators (KRIs) are used to monitor the main drivers of exposure associated with key risks 87 Key performance indicators (KPIs) are used to provide insight into"
bcbs292_p50_c2,bcbs292,bcbs292.pdf,50,50,,"process maps are used to reveal individual risks, risk interdependencies, and areas of control or risk management weakness 85 Risk and performance indicators are used to provide insight into risk exposure 86 Key risk indicators (KRIs) are used to monitor the main drivers of exposure associated with key risks 87 Key performance indicators (KPIs) are used to provide insight into the status of operational processes 88 KRIs are selected for each business line, as well as for the overall bank level, for each material operational risk 89 KRIs and KPIs are paired with escalation triggers to warn when risk levels approach or exceed thresholds or limits, and prompt mitigation plans 90 KRIs, KPIs and escalation triggers are subject to regular review and enhancement 91 Use of scenario analysis to identify potential operational risk events, and assess their potential outcomes 92 Scenario analysis is performed at a level which allows for the understanding of inherent risk in products, activities and processes Review of the Principles for the Sound Management of Operational Risk 47"
bcbs292_p51_c1,bcbs292,bcbs292.pdf,51,51,,"Principles Criteria 93 Scenario analysis is used to consider potential sources of significant operational risk and the need for additional controls or mitigation 94 Scenario analysis is used as a source for assessing risk profile 95 Robust governance framework exists to ensure the integrity and consistency of the scenario analysis process 96 Bank uses the output of the risk assessment tools as inputs to a model that quantifies its exposure to operational risk 97 Adequately documents the rationale for all material assumptions underpinning the bank’s chosen analytical frameworks 98 Quantification of the bank’s exposure to operational risk takes into account reasonableness, and includes an independent validation/review 99 In quantifying exposure, data integrity is covered by strong governance and robust verification/validation procedures 100 Comparative analysis is used to compare results of various assessment tools 101 Where capital estimation is a risk assessment tool, outcomes are benchmarked against internal data, external data, scenario analysis etc 102 Use and effectiveness of risk assessment tools are benchmarked against industry practice 103 Ensures that the internal pricing and performance measurement mechanism appropriately takes into account operational risk 104 Risk-taking incentives are appropriately aligned with risk appetite and tolerance 105 Established procedures for each operational risk management tool 106 Structured and consistent processes to monitor and track action plans developed from the use of all operational risk management tools 7. Change 107 Operational risk management framework that addresses operational risk exposure related to new management activities, products etc 108 Policies and procedures that address the process for review and approval of new products, activities, processes and systems 109 Inherent risks in the new product, service, or activity 110 Changes to the bank’s operational risk profile and appetite and tolerance, including the risk of existing products or activities 111 Necessary controls, risk management processes, and risk mitigation strategies 112 Residual risk 113 Changes to relevant risk thresholds or limits 114 Procedures and metrics to measure, monitor, and manage the risk of the new product or activity 115 Defined specific objective criteria and procedures to clearly identify new activities, products, technology systems, or business with geographically distant markets 116 Clearly allocated roles and responsibilities or both the first and second lines of defence in order to assess the risk exposure relating to such changes 117 Thorough assessment of all operational risk aspects consistent with the bank’s operational risk taxonomy and measurement categories 118 Reviews and updates the policy"
bcbs292_p51_c2,bcbs292,bcbs292.pdf,51,51,,"activities, products, technology systems, or business with geographically distant markets 116 Clearly allocated roles and responsibilities or both the first and second lines of defence in order to assess the risk exposure relating to such changes 117 Thorough assessment of all operational risk aspects consistent with the bank’s operational risk taxonomy and measurement categories 118 Reviews and updates the policy and procedures regularly and/or on event-driven basis, to take into account the rate of growth, state-of-the-art developments etc 119 Ensures that appropriate investment has been made for human resources and technology infrastructure before new products are introduced 120 Monitors the implementation of new products, activities, processes and systems in order to identify any material differences to the expected operational risk profile 121 If unexpected risks emerge, the banks has a process to identify these risks and implement appropriate mitigating controls 48 Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p52_c1,bcbs292,bcbs292.pdf,52,52,,"Principles Criteria 122 Formal post-implementation review process exists to ensure effective implementation of new or material changes to products, activities, processes and systems 8. Monitoring 123 Ensures that reports are comprehensive, accurate, consistent and actionable across business lines and reporting and products 124 Reports are manageable in scope and volume; effective decision-making is not impeded by either too much or too little data 125 Reporting is timely and a bank is able to produce reports in both normal and stressed market conditions 126 Frequency of reporting reflects the risks involved and the pace and nature of changes in the operational environment 127 Results of monitoring activities are included in regular management and board reports, as are assessments of the framework performed by IA and/or RM functions 128 Operational risk reports contain internal financial, operational, and compliance indicators, as well as external market or environment information 129 Reports generated by supervisory authorities are reported internally to senior management and the board, where appropriate 130 Operational risk reports include breaches of the bank’s risk appetite and tolerance statement, as well as thresholds or limits 131 Operational risk reports include details of recent significant internal operational risk events and losses 132 Operational risk reports include relevant external events and any potential impact on the bank and operational risk capital 133 Operational risk reports include an operational risk profile for the bank, including the inherent and residual risk levels for its taxonomy 134 Operational risk reports include details of key and emerging operational risks 135 Operational risk reports include an effective balance of qualitative and quantitative information 136 Operational risk reports include key action plans in place to address material control gaps 137 Data capture and risk-reporting processes are analysed periodically with a view to enhancing risk management performance and to advancing risk management policies etc 9. Control and 138 Top-level reviews of progress toward stated objectives mitigation 139 Verifying compliance with management controls 140 Review of the treatment and resolution of instances of non-compliance 141 Evaluation of the required approvals and authorisations to ensure accountability at an appropriate level of management 142 Tracking reports for approved exceptions to thresholds or limits, management overrides and other deviations from policy 143 Clearly established authorities and/or processes for approval 144 Close monitoring of adherence to assigned risk thresholds or limits 145 Safeguards for access to, and use of, bank assets and records 146 Appropriate staffing level"
bcbs292_p52_c2,bcbs292,bcbs292.pdf,52,52,,"ensure accountability at an appropriate level of management 142 Tracking reports for approved exceptions to thresholds or limits, management overrides and other deviations from policy 143 Clearly established authorities and/or processes for approval 144 Close monitoring of adherence to assigned risk thresholds or limits 145 Safeguards for access to, and use of, bank assets and records 146 Appropriate staffing level and training to maintain expertise 147 Ongoing processes to identify business lines or products where returns appear to be out of line with reasonable expectations 148 Regular verification and reconciliation of transactions and accounts 149 A vacation policy that requires bank’s officers and employees to be absent from their duties for a period of not less than two consecutive weeks every year 150 Governance and oversight controls that ensure technology, including outsourcing arrangements, is aligned with business objectives Review of the Principles for the Sound Management of Operational Risk 49"
bcbs292_p53_c1,bcbs292,bcbs292.pdf,53,53,,"Principles Criteria 151 Policies and procedures that facilitate identification and assessment of risk 152 Establishment of risk appetite and tolerance statement as well as performance expectations to assist in controlling and managing risk 153 Implementation of an effective control environment and the use of risk transfer strategies that mitigate risk 154 Monitoring processes that test for compliance with policy thresholds or limits 155 Management makes appropriate capital investment or otherwise provides for a robust infrastructure at all times 156 Procedures for determining whether and how activities can be outsourced 157 Processes for conducting due diligence in the selection of potential service providers 158 Sound structuring of outsourcing arrangements, including for ownership and confidentiality of data, as well as termination rights 159 Programmes for managing and monitoring the risks associated with the outsourcing arrangement, including financial condition 160 Establishment of an effective control environment at the bank and the service provider 161 Development of viable contingency plans 162 Execution of comprehensive contracts and/or service level agreements with a clear allocation of responsibilities 163 The board determines the maximum loss exposure that the bank is willing and has the financial capacity to assume 164 The board performs an annual review of the bank’s risk and insurance management programme 165 Bank carefully considers the extent to which risk mitigation tools such insurance truly reduces, transfers or creates risk 10. Resiliency 166 Established business continuity plans commensurate with the nature, size and complexity of and continuity operations 167 Established business continuity plans cover all business and groups of the bank 168 Continuity management incorporates business impact analysis, recovery strategies, testing, training and awareness programmes etc 169 Identifies critical business operations, key internal and external dependencies, and appropriate resilience levels 170 Plausible disruptive scenarios are assessed for financial, operational and reputational impact 171 Contingency plans establish contingency strategies, recovers and resumption procedures, and communication plans 172 Periodically reviews continuity plans to ensure contingency strategies remain consistent with current operations, risks and threats etc 173 Resilience and continuity training and awareness programmes are implemented to ensure staff effectively execute contingency plans 174 Plans are tested periodically to ensure that recovery and resumption objectives and timeframes can be met 175 Participates in disaster recovery and business continuity testing with key service providers 176 Results of formal testing activity are reported to senior management and the board 11. Role of 177 The amount and types of disclosure are"
bcbs292_p53_c2,bcbs292,bcbs292.pdf,53,53,,"staff effectively execute contingency plans 174 Plans are tested periodically to ensure that recovery and resumption objectives and timeframes can be met 175 Participates in disaster recovery and business continuity testing with key service providers 176 Results of formal testing activity are reported to senior management and the board 11. Role of 177 The amount and types of disclosure are commensurate with the size, risk profile and complexity of disclosure the bank’s operations 178 Discloses operational risk management framework so that stakeholders can determine bank’s operational risk effectiveness 179 Formal disclosure policy that addresses approach for determining operational risk disclosures and internal controls 50 Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p54_c1,bcbs292,bcbs292.pdf,54,54,,Principles Criteria 180 Implemented a process for assessing the appropriateness of the disclosures Review of the Principles for the Sound Management of Operational Risk 51
bcbs292_p55_c1,bcbs292,bcbs292.pdf,55,55,,"Appendix IV: Emerging and noteworthy practices Principles Emerging and noteworthy practices 1. 1 The code of conduct or ethics policy applies to all the bank’s staff and appointees, including Operational members of the board of directors. risk culture 2 The code of conduct or ethics policy is regularly reviewed and attested to by employees, is regularly approved by the board of directors, and is publicly available on the bank’s website. 3 A separate code of conduct is established specifically designed for certain roles (eg treasury dealers, senior management etc). 4 Establishment and implementation of a whistle-blower programme. 5 A senior ethics committee that oversees the code of conduct or ethics policy and its implementation within the bank. 6 Linking the compensation programme and remuneration to risk-adjusted indicators. 7 Establishing operational risk awareness for all employees; more advanced training on the operational risk identification and assessment tools, and processes and policies for individuals with operational risk responsibilities. 8 Customised and mandatory operational risk training for many roles including business unit operations, supervisory levels, senior management, and the board of directors. 9 Strong internal monitoring of training practices relative to requirements. 2. 10 The ORMF was reviewed and updated to ensure alignment following the publication of the Operational enhanced BCBS Principles for the Sound Management of Operational Risk in June 2011. risk 11 Referencing the relevant operational risk management policies and procedures. management framework 12 Applying the ORMF to all the bank’s material operating groups and entities, including subsidiaries, joint ventures and geographic regions. 13 The ORMF requires consistent implementation of the bank’s operational risk taxonomy across all business lines and operational risk tools. 14 Describing the roles and responsibilities of each of the three lines of defence as they relate to the use of the operational risk identification and assessment tools. 15 Establishing the mandates, membership, and representation of various operational risk governance committees. 16 Establishing a quality assurance programme to ensure that independent challenge and review, as applied by the second line of defence, results in consistent risk and control assessments. 17 Creation of an operational risk dictionary that includes definitions and examples of the various operational risks in the bank’s taxonomy. In addition, the dictionary includes guidance related to the classification of each of the operational risks within the taxonomy, to ensure consistent identification and classification across the bank. 18 Establishing a control library to inventory all the controls"
bcbs292_p55_c2,bcbs292,bcbs292.pdf,55,55,,"assessments. 17 Creation of an operational risk dictionary that includes definitions and examples of the various operational risks in the bank’s taxonomy. In addition, the dictionary includes guidance related to the classification of each of the operational risks within the taxonomy, to ensure consistent identification and classification across the bank. 18 Establishing a control library to inventory all the controls within the bank and each of its business lines. 19 Defining operational risk events beyond direct financial losses, so that such events include indirect losses such as forgone revenue and lost business, and reputational damage. 20 Using a central operational risk system and data repository that allows for the central capture, aggregation, and reporting of key operational risk data including operational losses, operational risk assessments, control deficiencies, and key risk indicators. 21 Regularly reconciling operational risk event data to the relevant source (ie general ledger). 3. Board of 22 Establishing a code of conduct or an ethics policy that sets clear expectations for integrity and directors ethical values of the highest standard and identifies acceptable business practices and prohibited conflicts. 52 Report on the Peer Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p56_c1,bcbs292,bcbs292.pdf,56,56,,"Principles Emerging and noteworthy practices 23 The board regularly challenges senior management on the design and effectiveness of the bank’s operational risk management framework. 24 The board reviews and approves an operational risk strategy that sets forth the long-term vision for the programme and the initiatives planned to support implementation. 25 The board supports the establishment of a formal culture communications strategy, whereby senior management communicates the importance of strong risk management practices through a variety of forums such as employee communications and formal training sessions. 26 The board ensures that internal audit includes the ORMF as a focus within business unit audits, to complement the overall audit of the ORMF. 27 The board ensures that the scope of internal audit’s work on the bank’s ORMF is not limited to risk measurement (ie model) activities and includes a sufficient focus on risk management activities. 28 The board commissions an external third-party review of the design and effectiveness of the bank’s ORMF. 4. 29 Defining operational risk appetite and tolerance at both a divisional and taxonomy level. Operational 30 Utilising both quantitative and qualitative components within the bank’s operational risk appetite risk appetite and tolerance statement. and tolerance 31 Setting limits based on established key risk indicators such as loss metrics, deficiencies, events and residual risk assessments using operational risk identification and assessment tools that have been implemented. 5. Senior 32 Ensuring that an appropriate level of operational risk training is available at all levels throughout the mgmt. organisation and that the training reflects the seniority, role and responsibility of the individuals for whom it is intended. 33 Membership of the operational risk committee consists of the first line of defence, the CORF, and other second line of defence control functions. 34 ORC meetings are convened regularly, minutes are prepared, and action items are tracked to completion. 35 Succession plans for key operational risk individuals have been established to ensure continuation of critical operations and maintenance of expertise. Three 36 A well documented and clearly articulated set of responsibilities for each of the three lines of lines of defence: defence First line of defence responsibilities include using operational risk management tools to identify and manage risks, assess and enhance controls, monitor and report the operational risk profile, ensure that the operational risk profile is consistent with the established risk appetite and tolerance, adhere to policies, standards and guidelines, and promote a"
bcbs292_p56_c2,bcbs292,bcbs292.pdf,56,56,,"of the three lines of lines of defence: defence First line of defence responsibilities include using operational risk management tools to identify and manage risks, assess and enhance controls, monitor and report the operational risk profile, ensure that the operational risk profile is consistent with the established risk appetite and tolerance, adhere to policies, standards and guidelines, and promote a strong risk culture. Second line of defence responsibilities include designing operational risk management tools used by the business to identify and manage risks, apply “independent challenge” to the first line of defence’s use of and output from the operational risk management tools, develop and maintain policies, standards and guidelines, review and contribute to the monitoring and reporting of operational risk profile, design and provide operational risk training and awareness, and promote a strong risk culture. Third line of defence responsibilities include independently verifying that the ORMF has been adequately designed and implemented by both the first and second lines of defence, reviewing the “independent challenge” applied by the second line of defence to the first line of defence’s use of and output from the operational risk management tools, review the monitoring, reporting and governance processes, and promote a strong risk culture. 37 Independent challenge is defined as the process of developing an independent view regarding the business unit’s operational risk management activities including the identification of operational risks, assessment of operational risks, identification of controls, assessment of controls, assumptions and acceptance of risk. 38 Independent challenge is applied through the various operational risk management tools, applied through reporting and other governance processes, shared with the business in a constructive Report on the Peer Review of the Principles for the Sound Management of Operational Risk 53"
bcbs292_p57_c1,bcbs292,bcbs292.pdf,57,57,,"Principles Emerging and noteworthy practices manner, performed on a timely basis and adequately evidenced/documented. 39 Corporate control groups with relevant subject matter (eg compliance, legal, business continuity, technology risk management etc) are engaged to support the second line of defence for various operational risk management tools. First line 40 The business line management is responsible for “operational risk management”, as they are of responsible for planning, directing, and controlling day-to-day operations. defence 41 Identifying and assessing the inherent operational risk within the respective business units, through the use of the operational risk management tools and assessing the materiality of the inherent risks to the respective business units. 42 Establishing appropriate mitigating controls relative to the inherent operational risks, and assessing the design and effectiveness of these controls through the use of the operational risk management tools. 43 Monitoring and reporting the organisation’s operational risk profile, and ensuring adherence to established operational risk appetite and tolerance. 44 Reporting on any residual operational risk that is not mitigated by controls, including operational risk events, control deficiencies, process inadequacies, and non-compliance with operational risk tolerances. 45 Promoting a strong operational risk management culture throughout the first line of defence. 46 Responsible for adherence to various risk policies and frameworks. 47 Business line management is provided with adequate resources, tools and training to ensure awareness of all operational risks and effectiveness of assessments. 48 In general, the CORF is staffed with tenured individuals who have the appropriate seniority and experience; the titles, stature and compensation of operational risk staff are commensurate with those of other risk functions. 49 Developing an independent view regarding the business unit’s identification of operational risks, assessment of operational risks, identification of controls, assessment of controls, assumptions, and acceptance of risk. 50 The independent challenge applied to operational risk management tools, measurement activities and reporting systems is appropriately evidenced. 51 Second line of defence responsibilities have clearly been assigned to other internal control groups or centres of competence (eg business continuity management, compliance, legal etc). 52 The corporate operational risk function has implemented a quality assurance programme that ensures that the independent challenge applied to the operational risk management tools, measurement and reporting systems is consistent and appropriately evidenced. 53 Conducts periodic independent review and testing of the design and effectiveness of the ORMF and associated governance processes through the first and second lines of defence. 54 Proactively manages the"
bcbs292_p57_c2,bcbs292,bcbs292.pdf,57,57,,"function has implemented a quality assurance programme that ensures that the independent challenge applied to the operational risk management tools, measurement and reporting systems is consistent and appropriately evidenced. 53 Conducts periodic independent review and testing of the design and effectiveness of the ORMF and associated governance processes through the first and second lines of defence. 54 Proactively manages the closure of issues and ensures that the management promptly, accurately and adequately responds to the issues raised. 55 Internal audit or other independent parties have sufficient resources to carry out their responsibilities as the third line of defence. 56 The frequency and scope of review by independent parties of both the first and second line of defence are sufficient and commensurate with other risk management functions. 6. Risk Audit findings identification 57 The consideration of internal audit findings as an input to the various operational risk management and tools (eg RCSAs, scenarios, key risk/performance indicators etc). assessment 58 The bank employs a process that considers audit findings in the challenging of business selfassessments. 59 The bank’s audit function conducts a detailed end-to-end analysis of the operational risk profile assessment process, including assessments of process governance, the detail and quality of reporting, the process by which deficiencies are identified, tracked, and remediated, and generally 54 Report on the Peer Review of the Principles for the Sound Management of Operational Risk"
bcbs292_p58_c1,bcbs292,bcbs292.pdf,58,58,,"Principles Emerging and noteworthy practices whether the programme is functioning in a manner consistent with established policies. 60 The use of internal audit findings to compare management’s risk and control assessments with the various operational risk management tools. 61 The use of internal audit findings as an input to the regular updating of the bank’s operational risk profile. 62 Monitoring the number of open and overdue internal audit issues as a key indicator. Internal loss data collection and analysis 63 The bank captures and aggregates all material risk data across the banking group. 64 Collecting and analysing information relating to all internal operational risk events, including losses, near-misses and profitable events. 65 Establishing an internal threshold (eg $100,000 or €100,000) above which any operational risk event (ie losses, near-misses and profitable events) is subject to a thorough and standardised root cause analysis by the first line of defence, which in turn is subject to independent review and challenge by the second line of defence. 66 Supporting guidance and a standardised template is provided to the first line of defence by the second line of defence to ensure consistency in approach. 67 Embedding the bank’s operational risk taxonomy into the template, so as to enable the use of this information when considering the other operational risk management tools and the bank’s operational risk profile. 68 Close monitoring of the action plans resulting from the root cause analysis. 69 Escalating the details of the root cause analysis and resulting action plan for items above a defined internal threshold to senior management or an operational risk committee for review. 70 Internal loss data are available by business line, legal entity, asset type, industry, region etc to support the identification and reporting of risk exposures, concentrations and emerging risks. 71 The bank adequately documents the methodology by which loss data are captured and considered for all material risks in all of its positions, portfolios and business lines. 72 Sharing operational risk event details across business lines and geographies and encouraging remediation along similar lines wherever applicable. 73 As a key practice in capturing material risks, the bank makes use of internal loss data as part of a robust operational risk framework. 74 Using operational loss data to assess the quality of other operational risk tools such as the RCSA, and to review whether the associated risk or control assessment may have been improperly evaluated."
bcbs292_p58_c2,bcbs292,bcbs292.pdf,58,58,,"wherever applicable. 73 As a key practice in capturing material risks, the bank makes use of internal loss data as part of a robust operational risk framework. 74 Using operational loss data to assess the quality of other operational risk tools such as the RCSA, and to review whether the associated risk or control assessment may have been improperly evaluated. 75 Establishing a regular meeting between the operational risk management function and other risk management functions to review and discuss issues and events, including boundary losses. External data collection and analysis 76 External loss data received from industry consortia or other external parties are used to benchmark and assess internal loss data. 77 The external loss data collection process includes an analysis of material external losses that may provide insight into emerging operational risks. 78 External loss data received from industry consortiums or other external parties are used as key inputs for both the scenario analysis and RCSA tools. 79 Establishing a formal process to review and assess for applicability the details of operational risk events made available through the media and other sources. 80 The operational risk management function distributes to business lines and operational risk officers a monthly newsletter listing all the significant industry events. 81 Examples of external losses are reviewed monthly on a thematic basis both for applicability and to establish whether similar gaps exist within the bank’s own business lines. Report on the Peer Review of the Principles for the Sound Management of Operational Risk 55"
bcbs292_p59_c1,bcbs292,bcbs292.pdf,59,59,,"Principles Emerging and noteworthy practices Risk and control self-assessment (RCSA) 82 Implementing a multi-tiered approach for the RCSA tool (ie conducting RCSAs at the bank-wide, divisional and business-line levels). 83 Risk assessment forms part of a comprehensive enterprise operational risk profile and is integrated into an overall process. 84 RCSAs are used on an enterprise-wide basis, including for control functions such as risk management, compliance, internal audit etc 85 Maintaining sufficient evidence of the review and independent challenge of the RCSAs by the second line of defence. 86 The aggregation of bank-wide themes and issues identified through the RCSAs. 87 Embedding the bank’s operational risk taxonomy within the RCSA to ensure alignment with other tools and to allow for aggregation of a risk profile. 88 Completing RCSAs for key shared business functions or processes. 89 The frequency of RCSA updates is adequately aligned with the underlying operational risk profile. 90 Categorising residual risk into one of four categories summarising the status: treat, tolerate, terminate or transfer. 91 The use and effectiveness of risk assessment tools are benchmarked against industry practice. 92 Where capital estimation is a risk assessment tool, outcomes are benchmarked against internal data, external data, scenario analysis and any other result of the various assessment tools to assess the bank’s operational risk profile. Business process mapping 93 Implementing a business process framework that provides guidelines for the creation of business process maps. 94 Undertaking a risk-based approach to business mapping, implying a focus on high-risk processes rather than all business processes within the bank. 95 Establishing a central repository for all business process maps. 96 Embedding the bank’s operational risk taxonomy into the business process mapping methodology for aggregation and comparison with the operational risk profile. Key risk and performance measures 97 Establishing key risk and performance indicators at multiple levels throughout the bank, including at the group-wide level, the divisional level, and the individual business-line level. 98 KRIs, KPIs and escalation triggers are subject to regular review and enhancement. 99 The first line of defence creates action plans for metrics that breach their respective thresholds. 100 The second line of defence independently challenges the selection of indicators and thresholds, as well as the proposed action plans. Scenario analysis 101 Scenario analysis is performed at a level that provides for a full understanding of the inherent risk in products, activities and processes. 102 Scenario analysis is used as"
